Bash version 4.2.46(1)-release...
14 tasks per node
1 threads per task
5.60198,0.0174792,0.0239626,6.582
5.58871,0.0229394,0.0149574,6.56755
5.56136,0.0231407,0.0148628,6.53997
5.58471,0.0158752,0.0203942,6.57441
5.58973,0.0364697,0.00152069,6.57147
5.63802,0.0303058,0.00529842,6.61331
--------------------------------------------------------------------------
ORTE has lost communication with its daemon located on node:

  hostname:  d8civy127.crc.nd.edu

This is usually due to either a failure of the TCP network
connection to the node, or possibly an internal failure of
the daemon itself. We cannot recover from this failure, and
therefore will terminate the job.
--------------------------------------------------------------------------
[d8civy106][[23105,1],2][btl_tcp_frag.c:230:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[d8civy106][[23105,1],2][btl_tcp_endpoint.c:800:mca_btl_tcp_endpoint_complete_connect] connect() to 10.32.79.123 failed: Connection refused (111)
[d8civy106][[23105,1],3][btl_tcp_frag.c:230:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[d8civy106][[23105,1],3][btl_tcp_endpoint.c:800:mca_btl_tcp_endpoint_complete_connect] connect() to 10.32.79.123 failed: Connection refused (111)
[d8civy106][[23105,1],4][btl_tcp_frag.c:230:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[d8civy106][[23105,1],4][btl_tcp_endpoint.c:800:mca_btl_tcp_endpoint_complete_connect] connect() to 10.32.79.117 failed: Connection refused (111)
[d8civy106][[23105,1],5][btl_tcp_frag.c:230:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[d8civy106][[23105,1],5][btl_tcp_endpoint.c:800:mca_btl_tcp_endpoint_complete_connect] connect() to 10.32.79.117 failed: Connection refused (111)
[d8civy106][[23105,1],6][btl_tcp_frag.c:230:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[d8civy106][[23105,1],6][btl_tcp_endpoint.c:800:mca_btl_tcp_endpoint_complete_connect] connect() to 10.32.79.109 failed: Connection refused (111)
